"","Overall","marker","n.fold","method","variable"
"V268612",0.119410760414898,"V2686","2","RF","3"
"V268712",0.106289642103702,"V2687","2","RF","3"
"V268812",0.11256379456976,"V2688","2","RF","3"
"V268912",0.112925019618381,"V2689","2","RF","3"
"V269012",0.152620723426897,"V2690","2","RF","3"
"V269112",0.0948296392420443,"V2691","2","RF","3"
"V269212",0.0657199009367691,"V2692","2","RF","3"
"V269312",0.149804823613283,"V2693","2","RF","3"
"V269412",0.151790430979136,"V2694","2","RF","3"
"V269512",0.0631080937774571,"V2695","2","RF","3"
"V269612",0.131061460354315,"V2696","2","RF","3"
"V269712",0.0740777527035671,"V2697","2","RF","3"
"V269812",0.107766650889348,"V2698","2","RF","3"
"V269912",0.10092621769982,"V2699","2","RF","3"
"V270012",0.213589774385593,"V2700","2","RF","3"
"V270112",0.107665834599627,"V2701","2","RF","3"
"V270212",0.139733902067394,"V2702","2","RF","3"
"V270312",0.188019589982891,"V2703","2","RF","3"
"V270412",0.212266040266885,"V2704","2","RF","3"
"V270512",0.182661097142067,"V2705","2","RF","3"
"V270612",0.0836586044045874,"V2706","2","RF","3"
"V270712",0.106269673367247,"V2707","2","RF","3"
"V270812",0.152060179022344,"V2708","2","RF","3"
"V270912",0.122063180204093,"V2709","2","RF","3"
"V271012",0.0851959005680107,"V2710","2","RF","3"
"V271112",0.121409197910405,"V2711","2","RF","3"
"V271212",0.251635000583037,"V2712","2","RF","3"
"V271312",0.141872818733583,"V2713","2","RF","3"
"V271412",0.135343117906503,"V2714","2","RF","3"
"V271512",0.220303229492861,"V2715","2","RF","3"
"V271612",0.165498946822908,"V2716","2","RF","3"
"V271712",0.252823917222426,"V2717","2","RF","3"
"V271812",0.207477037795758,"V2718","2","RF","3"
"V271912",0.0725345775836006,"V2719","2","RF","3"
"V272012",0.139002134418856,"V2720","2","RF","3"
"V272112",0.0884594220462276,"V2721","2","RF","3"
"V272212",0.11573728199954,"V2722","2","RF","3"
"V272312",0.110282078359029,"V2723","2","RF","3"
"V272412",0.13331167105102,"V2724","2","RF","3"
"V272512",0.118644406506333,"V2725","2","RF","3"
"V272612",0.149745206871942,"V2726","2","RF","3"
"V272712",0.19845784786709,"V2727","2","RF","3"
"V272812",0.179887547664558,"V2728","2","RF","3"
"V272912",0.271894118070189,"V2729","2","RF","3"
"V273012",0.140553135675255,"V2730","2","RF","3"
"V273112",0.216793960691568,"V2731","2","RF","3"
"V273212",0.121056887678776,"V2732","2","RF","3"
"V273312",0.114425931157245,"V2733","2","RF","3"
"V273412",0.153347587399728,"V2734","2","RF","3"
"V273512",0.237617531838825,"V2735","2","RF","3"
"V273612",0.376807003553588,"V2736","2","RF","3"
"V273712",0.271715224666125,"V2737","2","RF","3"
"V273812",0.325813392673323,"V2738","2","RF","3"
"V273912",0.142906259103602,"V2739","2","RF","3"
"V274012",0.108287759001722,"V2740","2","RF","3"
"V274112",0.362525062767296,"V2741","2","RF","3"
"V274212",0.242457527468318,"V2742","2","RF","3"
"V274312",0.241789682157325,"V2743","2","RF","3"
"V274412",0.161481367367707,"V2744","2","RF","3"
"V274512",0.29752229788021,"V2745","2","RF","3"
"V274612",0.217932465247194,"V2746","2","RF","3"
"V274712",0.298040369731325,"V2747","2","RF","3"
"V274812",0.347316316018712,"V2748","2","RF","3"
"V274912",0.533375377209912,"V2749","2","RF","3"
"V275012",0.146142192772839,"V2750","2","RF","3"
"V275112",0.184445285587192,"V2751","2","RF","3"
"V275212",0.236744947512871,"V2752","2","RF","3"
"V275312",0.173723278794363,"V2753","2","RF","3"
"V275412",0.134514114351817,"V2754","2","RF","3"
"V275512",0.19511043823436,"V2755","2","RF","3"
"V275612",0.343029860295656,"V2756","2","RF","3"
"V275712",0.120596196244685,"V2757","2","RF","3"
"V275812",0.11962688535608,"V2758","2","RF","3"
"V275912",0.094596600224812,"V2759","2","RF","3"
"V276012",0.131877990520517,"V2760","2","RF","3"
"V276112",0.121421079597266,"V2761","2","RF","3"
"V276212",0.119113772755102,"V2762","2","RF","3"
"V276312",0.192326375427187,"V2763","2","RF","3"
"V276412",0.217448457029998,"V2764","2","RF","3"
"V276512",0.132650992540983,"V2765","2","RF","3"
"V276612",0.179480754892453,"V2766","2","RF","3"
"V276712",0.101511306402363,"V2767","2","RF","3"
"V276812",0.120952967437754,"V2768","2","RF","3"
"V276912",0.104668407773833,"V2769","2","RF","3"
"V277012",0.159568822399699,"V2770","2","RF","3"
"V277112",0.117375988148205,"V2771","2","RF","3"
"V277212",0.144369166836256,"V2772","2","RF","3"
"V277312",0.128446278052801,"V2773","2","RF","3"
"V277412",0.248183423425633,"V2774","2","RF","3"
"V277512",0.177535120185194,"V2775","2","RF","3"
"V277612",0.443184529064361,"V2776","2","RF","3"
"V277712",0.361681502849889,"V2777","2","RF","3"
"V277812",0.480717882402963,"V2778","2","RF","3"
"V277912",0.204027058904447,"V2779","2","RF","3"
"V278012",0.119279970850735,"V2780","2","RF","3"
"V278112",0.167364924433272,"V2781","2","RF","3"
"V278212",0.34227905691336,"V2782","2","RF","3"
"V278312",0.184293224700228,"V2783","2","RF","3"
"V278412",0.442621816569171,"V2784","2","RF","3"
"V278512",0.180721971423061,"V2785","2","RF","3"
"V278612",0.885030960873307,"V2786","2","RF","3"
"V278712",0.532664859214301,"V2787","2","RF","3"
"V278812",0.253848124692241,"V2788","2","RF","3"
"V278912",0.179024137370584,"V2789","2","RF","3"
"V279012",0.290271709735498,"V2790","2","RF","3"
"V279112",0.218863842403479,"V2791","2","RF","3"
"V279212",0.359355024208338,"V2792","2","RF","3"
"V279312",0.154990805035066,"V2793","2","RF","3"
"V279412",0.141744034417924,"V2794","2","RF","3"
"V279512",0.460804803727459,"V2795","2","RF","3"
"V279612",0.425882583569653,"V2796","2","RF","3"
"V279712",0.314526436179276,"V2797","2","RF","3"
"V279812",0.360831174870545,"V2798","2","RF","3"
"V279912",0.194648720090994,"V2799","2","RF","3"
"V280012",0.186662730272316,"V2800","2","RF","3"
"V280112",0.411040815678927,"V2801","2","RF","3"
"V280212",0.534857079163196,"V2802","2","RF","3"
"V280312",0.477346017232099,"V2803","2","RF","3"
"V280412",0.2727515698844,"V2804","2","RF","3"
"V280512",0.493385952136558,"V2805","2","RF","3"
"V280612",0.252760977414331,"V2806","2","RF","3"
"V280712",0.8924720450706,"V2807","2","RF","3"
"V280812",0.185757245440526,"V2808","2","RF","3"
"V280912",0.18032624656644,"V2809","2","RF","3"
"V281012",0.233243432759491,"V2810","2","RF","3"
"V281112",0.158130963128547,"V2811","2","RF","3"
"V281212",0.192577326733705,"V2812","2","RF","3"
"V281312",0.117050179442012,"V2813","2","RF","3"
"V281412",0.228983675934433,"V2814","2","RF","3"
"V281512",0.190875123730015,"V2815","2","RF","3"
"V281612",0.150249747638182,"V2816","2","RF","3"
"V281712",0.202137223061909,"V2817","2","RF","3"
"V281812",0.193828607256242,"V2818","2","RF","3"
"V281912",0.114001978984084,"V2819","2","RF","3"
"V282012",0.179885500000204,"V2820","2","RF","3"
"V282112",0.201177970790878,"V2821","2","RF","3"
"V282212",0.0766516944156496,"V2822","2","RF","3"
"V282312",0.143584258844998,"V2823","2","RF","3"
"V282412",0.159620056588624,"V2824","2","RF","3"
"V282512",0.0897861167781937,"V2825","2","RF","3"
"V282612",0.14558070660734,"V2826","2","RF","3"
"V282712",0.0919477632357289,"V2827","2","RF","3"
"V282812",0.170643931767004,"V2828","2","RF","3"
"V282912",0.0699125882582486,"V2829","2","RF","3"
"V283012",0.0583304970282846,"V2830","2","RF","3"
"V283112",0.063962065752213,"V2831","2","RF","3"
"V283212",0.154715210258457,"V2832","2","RF","3"
"V283312",0.0899164751150166,"V2833","2","RF","3"
"V283412",0.0801340034485761,"V2834","2","RF","3"
"V283512",0.0875011448776835,"V2835","2","RF","3"
"V283612",0.0600593331354858,"V2836","2","RF","3"
"V283712",0.101684938163771,"V2837","2","RF","3"
"V283812",0.053994337625691,"V2838","2","RF","3"
"V283912",0.0777077297207088,"V2839","2","RF","3"
"V284012",0.0517440941625597,"V2840","2","RF","3"
"V284112",0.0845072933765084,"V2841","2","RF","3"
"V284212",0.177211257682122,"V2842","2","RF","3"
"V284312",0.148771605421691,"V2843","2","RF","3"
"V284412",0.047269510327941,"V2844","2","RF","3"
"V284512",0.175753451223054,"V2845","2","RF","3"
"V284612",0.132998605747828,"V2846","2","RF","3"
"V284712",0.137016267264651,"V2847","2","RF","3"
"V284812",0.273902965869452,"V2848","2","RF","3"
"V284912",0.0953933078305715,"V2849","2","RF","3"
"V285012",0.0969885325787788,"V2850","2","RF","3"
"V285112",0.117470363573287,"V2851","2","RF","3"
"V285212",0.0745771562509929,"V2852","2","RF","3"
"V285312",0.100136313961578,"V2853","2","RF","3"
"V285412",0.142234783748617,"V2854","2","RF","3"
"V285512",0.0524103576340143,"V2855","2","RF","3"
"V285612",0.0967341482978705,"V2856","2","RF","3"
"V285712",0.0529134693401608,"V2857","2","RF","3"
"V285812",0.0630169570890969,"V2858","2","RF","3"
"V285912",0.0457515756186055,"V2859","2","RF","3"
"V286012",0.0705640685407041,"V2860","2","RF","3"
"V286112",0.0775754599977638,"V2861","2","RF","3"
"V286212",0.160277754717073,"V2862","2","RF","3"
"V286312",0.0610077861368366,"V2863","2","RF","3"
"V286412",0.12284643042559,"V2864","2","RF","3"
"V286512",0.06887450833582,"V2865","2","RF","3"
"V286612",0.0671500700400135,"V2866","2","RF","3"
"V286712",0.0606985869620558,"V2867","2","RF","3"
"V286812",0.0918653044551497,"V2868","2","RF","3"
"V286912",0.0790473737741744,"V2869","2","RF","3"
"V287012",0.0769458126681079,"V2870","2","RF","3"
"V287112",0.127812899742645,"V2871","2","RF","3"
"V287212",0.0340590090652738,"V2872","2","RF","3"
"V287312",0.0657555625182902,"V2873","2","RF","3"
"V287412",0.114436992871253,"V2874","2","RF","3"
"V287512",0.0680097540148018,"V2875","2","RF","3"
"V287612",0.0692372578866434,"V2876","2","RF","3"
"V287712",0.0743317887135161,"V2877","2","RF","3"
"V287812",0.117022999813338,"V2878","2","RF","3"
"V287912",0.1177686527232,"V2879","2","RF","3"
"V288012",0.155379810019321,"V2880","2","RF","3"
"V288112",0.0634090217834391,"V2881","2","RF","3"
"V288212",0.105083896595551,"V2882","2","RF","3"
"V288312",0.192766535860062,"V2883","2","RF","3"
"V288412",0.0968830302242579,"V2884","2","RF","3"
"V288512",0.0969626391164847,"V2885","2","RF","3"
"V288612",0.0698100024771252,"V2886","2","RF","3"
"V288712",0.0422481755774899,"V2887","2","RF","3"
"V288812",0.0400751996787061,"V2888","2","RF","3"
"V288912",0.0980579127725534,"V2889","2","RF","3"
"V289012",0.14354195402354,"V2890","2","RF","3"
"V289112",0.169067924764422,"V2891","2","RF","3"
"V289212",0.0973724611990055,"V2892","2","RF","3"
"V289312",0.158069040705734,"V2893","2","RF","3"
"V289412",0.172018676922062,"V2894","2","RF","3"
"V289512",0.205615440152944,"V2895","2","RF","3"
"V289612",0.270466615017059,"V2896","2","RF","3"
"V289712",0.118937477739529,"V2897","2","RF","3"
"V289812",0.126160712430156,"V2898","2","RF","3"
"V289912",0.0731407053103851,"V2899","2","RF","3"
"V290012",0.116405448547964,"V2900","2","RF","3"
"V290112",0.14435748582952,"V2901","2","RF","3"
"V290212",0.0732862918007521,"V2902","2","RF","3"
"V290312",0.0824548199190365,"V2903","2","RF","3"
"V290412",0.229303847493529,"V2904","2","RF","3"
"V290512",0.0879694535976139,"V2905","2","RF","3"
"V290612",0.0898976986195202,"V2906","2","RF","3"
"V290712",0.061704067010775,"V2907","2","RF","3"
"V290812",0.140270364878899,"V2908","2","RF","3"
"V290912",0.24532995897151,"V2909","2","RF","3"
"V291012",0.125298614105456,"V2910","2","RF","3"
"V291112",0.135676337624717,"V2911","2","RF","3"
"V291212",0.138052917519393,"V2912","2","RF","3"
"V291312",0.29367614952733,"V2913","2","RF","3"
"V291412",0.252938209646322,"V2914","2","RF","3"
"V291512",0.441523197139926,"V2915","2","RF","3"
"V291612",0.278600144446279,"V2916","2","RF","3"
"V291712",0.136299811029554,"V2917","2","RF","3"
"V291812",0.11903728213183,"V2918","2","RF","3"
"V291912",0.222607382986421,"V2919","2","RF","3"
"V292012",0.128526327125826,"V2920","2","RF","3"
"V292112",0.391254848065629,"V2921","2","RF","3"
"V292212",0.61118117990672,"V2922","2","RF","3"
"V292312",0.395096394393336,"V2923","2","RF","3"
"V292412",0.323037488668313,"V2924","2","RF","3"
"V292512",0.242967652441699,"V2925","2","RF","3"
"V292612",0.328626616477938,"V2926","2","RF","3"
"V292712",0.292177400545438,"V2927","2","RF","3"
"V292812",0.791031408458124,"V2928","2","RF","3"
"V292912",0.17793793295403,"V2929","2","RF","3"
"V293012",0.324468500678759,"V2930","2","RF","3"
"V293112",0.253432305583295,"V2931","2","RF","3"
"V293212",0.178598328294112,"V2932","2","RF","3"
"V293312",0.287474120247981,"V2933","2","RF","3"
"V293412",0.368367745325837,"V2934","2","RF","3"
"V293512",0.338588027522336,"V2935","2","RF","3"
"V293612",0.196276917940539,"V2936","2","RF","3"
"V293712",0.164976903642916,"V2937","2","RF","3"
"V293812",0.20096302319236,"V2938","2","RF","3"
"V293912",0.0868971533142266,"V2939","2","RF","3"
"V294012",0.223334632259343,"V2940","2","RF","3"
"V294112",0.246885501308312,"V2941","2","RF","3"
"V294212",0.198801966559309,"V2942","2","RF","3"
"V294312",0.261226061008237,"V2943","2","RF","3"
"V294412",0.300161832047788,"V2944","2","RF","3"
"V294512",0.253926420259664,"V2945","2","RF","3"
"V294612",0.310850573512929,"V2946","2","RF","3"
"V294712",0.418226660852257,"V2947","2","RF","3"
"V294812",0.203410866656798,"V2948","2","RF","3"
"V294912",0.438094763056382,"V2949","2","RF","3"
"V295012",0.429004352869036,"V2950","2","RF","3"
"V295112",0.247236575930156,"V2951","2","RF","3"
"V295212",0.162444716634718,"V2952","2","RF","3"
"V295312",0.0940001131917814,"V2953","2","RF","3"
"V295412",0.158327340461381,"V2954","2","RF","3"
"V295512",0.136602868800972,"V2955","2","RF","3"
"V295612",0.191489701274123,"V2956","2","RF","3"
"V295712",0.219701556139554,"V2957","2","RF","3"
"V295812",0.246647962795121,"V2958","2","RF","3"
"V295912",0.110865972519475,"V2959","2","RF","3"
"V296012",0.118074045163945,"V2960","2","RF","3"
"V296112",0.223916096644384,"V2961","2","RF","3"
"V296212",0.29926518798838,"V2962","2","RF","3"
"V296312",0.0810671692188176,"V2963","2","RF","3"
"V296412",0.192470028175872,"V2964","2","RF","3"
"V296512",0.100590037997017,"V2965","2","RF","3"
"V296612",0.105925308460121,"V2966","2","RF","3"
"V296712",0.174307777702851,"V2967","2","RF","3"
"V296812",0.208387705733735,"V2968","2","RF","3"
"V296912",0.15430278960249,"V2969","2","RF","3"
"V297012",0.22655543545239,"V2970","2","RF","3"
"V297112",0.167450591481569,"V2971","2","RF","3"
"V297212",0.195074672032111,"V2972","2","RF","3"
"V297312",0.143465308798815,"V2973","2","RF","3"
"V297412",0.359747011658616,"V2974","2","RF","3"
"V297512",0.239138631631648,"V2975","2","RF","3"
"V297612",0.190269053545468,"V2976","2","RF","3"
"V297712",0.0865554817738657,"V2977","2","RF","3"
"V297812",0.20253870939053,"V2978","2","RF","3"
"V297912",0.0450384063795149,"V2979","2","RF","3"
"V298012",0.122984343028827,"V2980","2","RF","3"
"V298112",0.117766102065472,"V2981","2","RF","3"
"V298212",0.231390968007297,"V2982","2","RF","3"
"V298312",0.243445782744679,"V2983","2","RF","3"
"V298412",0.314667788341522,"V2984","2","RF","3"
"V298512",0.18808549468593,"V2985","2","RF","3"
"V298612",0.385685184541994,"V2986","2","RF","3"
"V298712",0.286336200555494,"V2987","2","RF","3"
"V298812",0.72523315103889,"V2988","2","RF","3"
"V298912",0.611802757930091,"V2989","2","RF","3"
"V299012",0.692952516030961,"V2990","2","RF","3"
"V299112",0.201157796900004,"V2991","2","RF","3"
"V299212",0.157336188241919,"V2992","2","RF","3"
"V299312",0.0862895059162639,"V2993","2","RF","3"
"V299412",0.128466176231753,"V2994","2","RF","3"
"V299512",0.162616235420322,"V2995","2","RF","3"
"V299612",0.179212104529176,"V2996","2","RF","3"
"V299712",0.16102306077222,"V2997","2","RF","3"
"V299812",0.18885967830811,"V2998","2","RF","3"
"V299912",0.151726975994656,"V2999","2","RF","3"
"V300012",0.0733581741331067,"V3000","2","RF","3"
"V300112",0.200851619497909,"V3001","2","RF","3"
"V300212",0.261381245825117,"V3002","2","RF","3"
"V300312",0.197090260786173,"V3003","2","RF","3"
"V300412",0.224403240029952,"V3004","2","RF","3"
"V300512",0.209755682929091,"V3005","2","RF","3"
"V300612",0.160440535297717,"V3006","2","RF","3"
"V300712",0.142624204282777,"V3007","2","RF","3"
"V300812",0.28577048521737,"V3008","2","RF","3"
"V300912",0.213353483657966,"V3009","2","RF","3"
"V301012",0.167223783482992,"V3010","2","RF","3"
"V301112",0.148553568826079,"V3011","2","RF","3"
"V301212",0.173219567584014,"V3012","2","RF","3"
"V301312",0.101373200385293,"V3013","2","RF","3"
"V301412",0.122482613564882,"V3014","2","RF","3"
"V301512",0.204869962142113,"V3015","2","RF","3"
"V301612",0.0988555324382553,"V3016","2","RF","3"
"V301712",0.199019711123503,"V3017","2","RF","3"
"V301812",0.108011309595441,"V3018","2","RF","3"
"V301912",0.379327039592824,"V3019","2","RF","3"
"V302012",0.187267851418235,"V3020","2","RF","3"
"V302112",0.246728585260669,"V3021","2","RF","3"
"V302212",0.135181014800592,"V3022","2","RF","3"
"V302312",0.154564782230519,"V3023","2","RF","3"
"V302412",0.0675810673403715,"V3024","2","RF","3"
"V302512",0.414025725841909,"V3025","2","RF","3"
"V302612",0.19777977160023,"V3026","2","RF","3"
"V302712",0.257911444662816,"V3027","2","RF","3"
"V302812",0.103665340164334,"V3028","2","RF","3"
"V302912",0.304272042468757,"V3029","2","RF","3"
"V303012",0.105541436415568,"V3030","2","RF","3"
"V303112",0.220696168533893,"V3031","2","RF","3"
"V303212",0.0887156670285728,"V3032","2","RF","3"
"V303312",0.170438567012644,"V3033","2","RF","3"
"V303412",0.245394557087524,"V3034","2","RF","3"
"V303512",0.291999220612982,"V3035","2","RF","3"
"V303612",0.194184966272422,"V3036","2","RF","3"
"V303712",0.187615194763245,"V3037","2","RF","3"
"V303812",0.278585548481262,"V3038","2","RF","3"
"V303912",0.145514185878684,"V3039","2","RF","3"
"V304012",0.153748961038736,"V3040","2","RF","3"
"V304112",0.0709715577761697,"V3041","2","RF","3"
"V304212",0.134697936861725,"V3042","2","RF","3"
"V304312",0.169559491899005,"V3043","2","RF","3"
"V304412",0.14869996300359,"V3044","2","RF","3"
"V304512",0.135627323793203,"V3045","2","RF","3"
"V304612",0.140548025136527,"V3046","2","RF","3"
"V304712",0.107833625158724,"V3047","2","RF","3"
"V304812",0.234366932492319,"V3048","2","RF","3"
"V304912",0.106759622422302,"V3049","2","RF","3"
"V305012",0.129194710589644,"V3050","2","RF","3"
"V305112",0.138012761848087,"V3051","2","RF","3"
"V305212",0.0425184778942754,"V3052","2","RF","3"
"V305312",0.0805650186877501,"V3053","2","RF","3"
"V305412",0.105925474679154,"V3054","2","RF","3"
"V305512",0.158137807101982,"V3055","2","RF","3"
"V305612",0.185392918889107,"V3056","2","RF","3"
"V305712",0.0569233529227172,"V3057","2","RF","3"
"V305812",0.0589111110877647,"V3058","2","RF","3"
"V305912",0.201119772960644,"V3059","2","RF","3"
"V306012",0.110077332656058,"V3060","2","RF","3"
"V306112",0.0702450465739302,"V3061","2","RF","3"
"V306212",0.184507175533252,"V3062","2","RF","3"
"V306312",0.0315918544360035,"V3063","2","RF","3"
"V306412",0.0862715191779756,"V3064","2","RF","3"
"V306512",0.175045997012663,"V3065","2","RF","3"
"V306612",0.224599380487635,"V3066","2","RF","3"
"V306712",0.115044944080543,"V3067","2","RF","3"
"V306812",0.0929591464881449,"V3068","2","RF","3"
"V306912",0.192623858460986,"V3069","2","RF","3"
