"","Overall","marker","n.fold","method","variable"
"V214844",0.0465681467647629,"V2148","5","BAG","5"
"V214944",0.114531264435019,"V2149","5","BAG","5"
"V215044",0.0970383049714307,"V2150","5","BAG","5"
"V215174",0.0998541664613711,"V2151","5","BAG","5"
"V215244",0.116186354805373,"V2152","5","BAG","5"
"V215344",0.178167094546863,"V2153","5","BAG","5"
"V215444",0.0743243305925341,"V2154","5","BAG","5"
"V215544",0.0585197698284092,"V2155","5","BAG","5"
"V215644",0.0691938214170228,"V2156","5","BAG","5"
"V215744",0.0738331484622174,"V2157","5","BAG","5"
"V215844",0.27372243106373,"V2158","5","BAG","5"
"V215944",0.0619649005385852,"V2159","5","BAG","5"
"V216044",0.0595498451320835,"V2160","5","BAG","5"
"V216174",0.103414852301514,"V2161","5","BAG","5"
"V216244",0.0863410138264896,"V2162","5","BAG","5"
"V216344",0.0967703940159475,"V2163","5","BAG","5"
"V216444",0.176861331385809,"V2164","5","BAG","5"
"V216544",0.216840995903759,"V2165","5","BAG","5"
"V216644",0.129118484255763,"V2166","5","BAG","5"
"V216744",0.116167846611326,"V2167","5","BAG","5"
"V216844",0.10301633138517,"V2168","5","BAG","5"
"V216944",0.123389344011293,"V2169","5","BAG","5"
"V217044",0.0744325607556352,"V2170","5","BAG","5"
"V217174",0.0982644062607028,"V2171","5","BAG","5"
"V217244",0.125590945017002,"V2172","5","BAG","5"
"V217344",0.133400021794047,"V2173","5","BAG","5"
"V217444",0.0742479472689342,"V2174","5","BAG","5"
"V217544",0.188405320756531,"V2175","5","BAG","5"
"V217644",0.0772911232043921,"V2176","5","BAG","5"
"V217744",0.116468920393905,"V2177","5","BAG","5"
"V217844",0.124890113237101,"V2178","5","BAG","5"
"V217944",0.163978985324289,"V2179","5","BAG","5"
"V218044",0.120676792430483,"V2180","5","BAG","5"
"V218174",0.0747211909090884,"V2181","5","BAG","5"
"V218244",0.0509862152774648,"V2182","5","BAG","5"
"V218344",0.0748265290647416,"V2183","5","BAG","5"
"V218444",0.0605370336485038,"V2184","5","BAG","5"
"V218544",0.0894787065158471,"V2185","5","BAG","5"
"V218644",0.0960727326418967,"V2186","5","BAG","5"
"V218744",0.172781769134307,"V2187","5","BAG","5"
"V218844",0.214187639502997,"V2188","5","BAG","5"
"V218944",0.082607712765389,"V2189","5","BAG","5"
"V219044",0.236813344683379,"V2190","5","BAG","5"
"V219174",0.148984976120086,"V2191","5","BAG","5"
"V219244",0.157018568174159,"V2192","5","BAG","5"
"V219344",0.0902412743202535,"V2193","5","BAG","5"
"V219444",0.155586697621952,"V2194","5","BAG","5"
"V219544",0.286008492357622,"V2195","5","BAG","5"
"V219644",0.156111065247684,"V2196","5","BAG","5"
"V219744",0.107763193277779,"V2197","5","BAG","5"
"V219844",0.364508855325724,"V2198","5","BAG","5"
"V219944",0.217244510621526,"V2199","5","BAG","5"
"V220044",0.191661372013678,"V2200","5","BAG","5"
"V220174",0.200274504330046,"V2201","5","BAG","5"
"V220244",0.145982002447395,"V2202","5","BAG","5"
"V220344",0.0461469318228723,"V2203","5","BAG","5"
"V220444",0.099166073665724,"V2204","5","BAG","5"
"V220544",0.0676127897070626,"V2205","5","BAG","5"
"V220644",0.13965607545446,"V2206","5","BAG","5"
"V220744",0.176039220602255,"V2207","5","BAG","5"
"V220844",0.057161446894031,"V2208","5","BAG","5"
"V220944",0.0381035363532531,"V2209","5","BAG","5"
"V221074",0.127648387352643,"V2210","5","BAG","5"
"V221174",0.0638711217154114,"V2211","5","BAG","5"
"V221244",0.0187740076924277,"V2212","5","BAG","5"
"V221344",0.0969635287607572,"V2213","5","BAG","5"
"V221444",0.11821414394095,"V2214","5","BAG","5"
"V221544",0.125632271223787,"V2215","5","BAG","5"
"V221644",0.10171422423478,"V2216","5","BAG","5"
"V221744",0.0397080782262851,"V2217","5","BAG","5"
"V221844",0.0356293198767291,"V2218","5","BAG","5"
"V221944",0.068433980081889,"V2219","5","BAG","5"
"V222044",0.0747044260113603,"V2220","5","BAG","5"
"V222174",0.0974851375220875,"V2221","5","BAG","5"
"V222244",0.133272308840528,"V2222","5","BAG","5"
"V222344",0.114332107018932,"V2223","5","BAG","5"
"V222444",0.0622248961084614,"V2224","5","BAG","5"
"V222544",0.103957004906464,"V2225","5","BAG","5"
"V222644",0.0767689352645686,"V2226","5","BAG","5"
"V222744",0.123560588512637,"V2227","5","BAG","5"
"V222844",0.119802251443118,"V2228","5","BAG","5"
"V222944",0.11478508818001,"V2229","5","BAG","5"
"V223044",0.105605165331514,"V2230","5","BAG","5"
"V223174",0.12346388227005,"V2231","5","BAG","5"
"V223244",0.0885620148632799,"V2232","5","BAG","5"
"V223344",0.168430571752847,"V2233","5","BAG","5"
"V223444",0.415891590496033,"V2234","5","BAG","5"
"V223544",0.112883917617464,"V2235","5","BAG","5"
"V223644",0.127618026043326,"V2236","5","BAG","5"
"V223744",0.237501729829244,"V2237","5","BAG","5"
"V223844",0.180228426148399,"V2238","5","BAG","5"
"V223944",0.291152708590898,"V2239","5","BAG","5"
"V224044",0.14315291943921,"V2240","5","BAG","5"
"V224174",0.208001026243244,"V2241","5","BAG","5"
"V224244",0.168015855753844,"V2242","5","BAG","5"
"V224344",0.145161660783555,"V2243","5","BAG","5"
"V224444",0.160449907653175,"V2244","5","BAG","5"
"V224544",0.269314721149314,"V2245","5","BAG","5"
"V224644",0.158388290398665,"V2246","5","BAG","5"
"V224744",0.111013561276977,"V2247","5","BAG","5"
"V224844",0.230482117183158,"V2248","5","BAG","5"
"V224944",0.10865226670622,"V2249","5","BAG","5"
"V225044",0.0979620600802915,"V2250","5","BAG","5"
"V225174",0.143587076047921,"V2251","5","BAG","5"
"V225244",0.0663676740820349,"V2252","5","BAG","5"
"V225344",0.187660721096729,"V2253","5","BAG","5"
"V225444",0.157680293311304,"V2254","5","BAG","5"
"V225544",0.0641381739810348,"V2255","5","BAG","5"
"V225644",0.166268411389186,"V2256","5","BAG","5"
"V225744",0.146546374997739,"V2257","5","BAG","5"
"V225844",0.16723393035761,"V2258","5","BAG","5"
"V225944",0.0782390818086533,"V2259","5","BAG","5"
"V226044",0.144186298193145,"V2260","5","BAG","5"
"V226174",0.118969207369476,"V2261","5","BAG","5"
"V226244",0.0909443215590268,"V2262","5","BAG","5"
"V226344",0.0410899530555816,"V2263","5","BAG","5"
"V226444",0.167743782279328,"V2264","5","BAG","5"
"V226544",0.117254024644234,"V2265","5","BAG","5"
"V226644",0.0497505543588107,"V2266","5","BAG","5"
"V226744",0.0898350182813656,"V2267","5","BAG","5"
"V226844",0.0300415254753802,"V2268","5","BAG","5"
"V226944",0.186706962403573,"V2269","5","BAG","5"
"V227044",0.261122079516649,"V2270","5","BAG","5"
"V227174",0.153871916779288,"V2271","5","BAG","5"
"V227244",0.0478791954354403,"V2272","5","BAG","5"
"V227344",0.0841027793682315,"V2273","5","BAG","5"
"V227444",0.1424353187539,"V2274","5","BAG","5"
"V227544",0.214471099076567,"V2275","5","BAG","5"
"V227644",0.222361286334137,"V2276","5","BAG","5"
"V227744",0.0584980278939156,"V2277","5","BAG","5"
"V227844",0.0647779904756578,"V2278","5","BAG","5"
"V227944",0.09136001031573,"V2279","5","BAG","5"
"V228044",0.16908267804661,"V2280","5","BAG","5"
"V228174",0.0723810431999342,"V2281","5","BAG","5"
"V228244",0.203552532779048,"V2282","5","BAG","5"
"V228344",0.191673291392634,"V2283","5","BAG","5"
"V228444",0.376766014897543,"V2284","5","BAG","5"
"V228544",0.129996331781674,"V2285","5","BAG","5"
"V228644",0.104503607870967,"V2286","5","BAG","5"
"V228744",0.12692687359273,"V2287","5","BAG","5"
"V228844",0.149023883220782,"V2288","5","BAG","5"
"V228944",0.0757280940304149,"V2289","5","BAG","5"
"V229044",0.102555403402879,"V2290","5","BAG","5"
"V229174",0.191495025097455,"V2291","5","BAG","5"
"V229244",0.144977671580687,"V2292","5","BAG","5"
"V229344",0.135467214215659,"V2293","5","BAG","5"
"V229444",0.179230431526751,"V2294","5","BAG","5"
"V229544",0.257793575900527,"V2295","5","BAG","5"
"V229644",0.137719423262711,"V2296","5","BAG","5"
"V229744",0.16099645131599,"V2297","5","BAG","5"
"V229844",0.0798764726307758,"V2298","5","BAG","5"
"V229944",0.0399895528787486,"V2299","5","BAG","5"
"V230044",0.150945911783125,"V2300","5","BAG","5"
"V230174",0.178964057246222,"V2301","5","BAG","5"
"V230244",0.185504868617072,"V2302","5","BAG","5"
"V230344",0.247784163971201,"V2303","5","BAG","5"
"V230444",0.0931922448776905,"V2304","5","BAG","5"
"V230544",0.215926117082505,"V2305","5","BAG","5"
"V230644",0.155140135115392,"V2306","5","BAG","5"
"V230744",0.148179597948705,"V2307","5","BAG","5"
"V230844",0.0709490658742559,"V2308","5","BAG","5"
"V230944",0.0872603159989611,"V2309","5","BAG","5"
"V231074",0.171036594351281,"V2310","5","BAG","5"
"V231174",0.119622431178994,"V2311","5","BAG","5"
"V231244",0.114221878002337,"V2312","5","BAG","5"
"V231344",0.076936529995604,"V2313","5","BAG","5"
"V231444",0.136429697343204,"V2314","5","BAG","5"
"V231544",0.0790993945327667,"V2315","5","BAG","5"
"V231644",0.140148756679412,"V2316","5","BAG","5"
"V231744",0.101037483766551,"V2317","5","BAG","5"
"V231844",0.138167956155056,"V2318","5","BAG","5"
"V231944",0.079808846467259,"V2319","5","BAG","5"
"V232044",0.157560989327617,"V2320","5","BAG","5"
"V232174",0.0994472092458503,"V2321","5","BAG","5"
"V232244",0.0965934281924719,"V2322","5","BAG","5"
"V232344",0.0745680901115765,"V2323","5","BAG","5"
"V232444",0.0516628645582249,"V2324","5","BAG","5"
"V232544",0.0397213715276113,"V2325","5","BAG","5"
"V232644",0.0456972758013987,"V2326","5","BAG","5"
"V232744",0.106819148146769,"V2327","5","BAG","5"
"V232844",0.0339543267102199,"V2328","5","BAG","5"
"V232944",0.0843453734182975,"V2329","5","BAG","5"
"V233044",0.143878027382648,"V2330","5","BAG","5"
"V233174",0.17489855670493,"V2331","5","BAG","5"
"V233244",0.119326962579183,"V2332","5","BAG","5"
"V233344",0.101987963876909,"V2333","5","BAG","5"
"V233444",0.0757049593074551,"V2334","5","BAG","5"
"V233544",0.176163111372569,"V2335","5","BAG","5"
"V233644",0.118245426846163,"V2336","5","BAG","5"
"V233744",0.0647173616329133,"V2337","5","BAG","5"
"V233844",0.0752032330268654,"V2338","5","BAG","5"
"V233944",0.0723289954561298,"V2339","5","BAG","5"
"V234044",0.0358910972355123,"V2340","5","BAG","5"
"V234174",0.0181228487379167,"V2341","5","BAG","5"
"V234244",0.0334570179476431,"V2342","5","BAG","5"
"V234344",0.0501017571062417,"V2343","5","BAG","5"
"V234444",0.0725109336220096,"V2344","5","BAG","5"
"V234544",0.033297311052077,"V2345","5","BAG","5"
"V234644",0.0312826928880485,"V2346","5","BAG","5"
"V234744",0.0486101057493367,"V2347","5","BAG","5"
"V234844",0.0610417712897693,"V2348","5","BAG","5"
"V234944",0.0709528018556928,"V2349","5","BAG","5"
"V235044",0.0752622146424236,"V2350","5","BAG","5"
"V235174",0.0891109763117264,"V2351","5","BAG","5"
"V235244",0.056427487976093,"V2352","5","BAG","5"
"V235344",0.0879810144467386,"V2353","5","BAG","5"
"V235444",0.110017263537313,"V2354","5","BAG","5"
"V235544",0.216707062619558,"V2355","5","BAG","5"
"V235644",0.0848250653029317,"V2356","5","BAG","5"
"V235744",0.0761741404813006,"V2357","5","BAG","5"
"V235844",0.0491702914166727,"V2358","5","BAG","5"
"V235944",0.07764302575445,"V2359","5","BAG","5"
"V236044",0.0805926283536288,"V2360","5","BAG","5"
"V236174",0.173593754323562,"V2361","5","BAG","5"
"V236244",0.110302260039881,"V2362","5","BAG","5"
"V236344",0.328070734220262,"V2363","5","BAG","5"
"V236444",0.16491341955559,"V2364","5","BAG","5"
"V236544",0.20616762401373,"V2365","5","BAG","5"
"V236644",0.13436074471857,"V2366","5","BAG","5"
"V236744",0.169923138283198,"V2367","5","BAG","5"
"V236844",0.143767496316891,"V2368","5","BAG","5"
"V236944",0.219061238377699,"V2369","5","BAG","5"
"V237044",0.195323117723224,"V2370","5","BAG","5"
"V237174",0.132034526034288,"V2371","5","BAG","5"
"V237244",0.0769854376206256,"V2372","5","BAG","5"
"V237344",0.165698217747527,"V2373","5","BAG","5"
"V237444",0.144631356810221,"V2374","5","BAG","5"
"V237544",0.172116571864187,"V2375","5","BAG","5"
"V237644",0.119716612827406,"V2376","5","BAG","5"
"V237744",0.166051144077875,"V2377","5","BAG","5"
"V237844",0.133991417186536,"V2378","5","BAG","5"
"V237944",0.157508821418726,"V2379","5","BAG","5"
"V238044",0.138102779422934,"V2380","5","BAG","5"
"V238174",0.135887519395262,"V2381","5","BAG","5"
"V238244",0.218913503732218,"V2382","5","BAG","5"
"V238344",0.118949178230412,"V2383","5","BAG","5"
"V238444",0.107632640722968,"V2384","5","BAG","5"
"V238544",0.111316571101071,"V2385","5","BAG","5"
"V238644",0.0979201421811242,"V2386","5","BAG","5"
"V238744",0.136482056893526,"V2387","5","BAG","5"
"V238844",0.0974267108375693,"V2388","5","BAG","5"
"V238944",0.111206069346015,"V2389","5","BAG","5"
"V239044",0.102528550135958,"V2390","5","BAG","5"
"V239174",0.0953504722768907,"V2391","5","BAG","5"
"V239244",0.112678722857746,"V2392","5","BAG","5"
"V239344",0.0976095781943797,"V2393","5","BAG","5"
"V239444",0.174763422594233,"V2394","5","BAG","5"
"V239544",0.151426172825246,"V2395","5","BAG","5"
"V239644",0.0960272982163932,"V2396","5","BAG","5"
"V239744",0.0853468655536215,"V2397","5","BAG","5"
"V239844",0.0715404606621935,"V2398","5","BAG","5"
"V239944",0.100854551487118,"V2399","5","BAG","5"
"V240044",0.110562126052621,"V2400","5","BAG","5"
"V240174",0.0639706593138538,"V2401","5","BAG","5"
"V240244",0.140108797234788,"V2402","5","BAG","5"
"V240344",0.101432912361349,"V2403","5","BAG","5"
"V240444",0.117134466880943,"V2404","5","BAG","5"
"V240544",0.211401900235744,"V2405","5","BAG","5"
"V240644",0.231470467651752,"V2406","5","BAG","5"
"V240744",0.400618858264797,"V2407","5","BAG","5"
"V240844",0.26676784141261,"V2408","5","BAG","5"
"V240944",0.184659947356221,"V2409","5","BAG","5"
"V241074",0.243953709814936,"V2410","5","BAG","5"
"V241174",0.165840725844013,"V2411","5","BAG","5"
"V241244",0.149872704613583,"V2412","5","BAG","5"
"V241344",0.173818260865081,"V2413","5","BAG","5"
"V241444",0.106844601133292,"V2414","5","BAG","5"
"V241544",0.1500811765706,"V2415","5","BAG","5"
"V241644",0.087734941154569,"V2416","5","BAG","5"
"V241744",0.122149713046948,"V2417","5","BAG","5"
"V241844",0.149636292980776,"V2418","5","BAG","5"
"V241944",0.049490355036782,"V2419","5","BAG","5"
"V242044",0.112957182183017,"V2420","5","BAG","5"
"V242174",0.220062148106681,"V2421","5","BAG","5"
"V242244",0.0766285949470382,"V2422","5","BAG","5"
"V242344",0.0452128193586138,"V2423","5","BAG","5"
"V242444",0.0870023775193974,"V2424","5","BAG","5"
"V242544",0.113384098852626,"V2425","5","BAG","5"
"V242644",0.163726574643287,"V2426","5","BAG","5"
"V242744",0.0765574379134335,"V2427","5","BAG","5"
"V242844",0.126773609509092,"V2428","5","BAG","5"
"V242944",0.0852723661024195,"V2429","5","BAG","5"
"V243044",0.0878090380074727,"V2430","5","BAG","5"
"V243174",0.0843834768606916,"V2431","5","BAG","5"
"V243244",0.148480610645727,"V2432","5","BAG","5"
"V243344",0.111724929102995,"V2433","5","BAG","5"
"V243444",0.0622278799109844,"V2434","5","BAG","5"
"V243544",0.161560461582227,"V2435","5","BAG","5"
"V243644",0.151583391916283,"V2436","5","BAG","5"
"V243744",0.157649616359981,"V2437","5","BAG","5"
"V243844",0.237894642266239,"V2438","5","BAG","5"
"V243944",0.12254868531096,"V2439","5","BAG","5"
"V244044",0.140410293654604,"V2440","5","BAG","5"
"V244174",0.0453989021046763,"V2441","5","BAG","5"
"V244244",0.0470370896491918,"V2442","5","BAG","5"
"V244344",0.120489649307444,"V2443","5","BAG","5"
"V244444",0.137104940896617,"V2444","5","BAG","5"
"V244544",0.0575650253139464,"V2445","5","BAG","5"
"V244644",0.162340711568997,"V2446","5","BAG","5"
"V244744",0.174071392203417,"V2447","5","BAG","5"
"V244844",0.357376948983898,"V2448","5","BAG","5"
"V244944",0.125071950190477,"V2449","5","BAG","5"
"V245044",0.112525263642128,"V2450","5","BAG","5"
"V245174",0.146770768843359,"V2451","5","BAG","5"
"V245244",0.0355308645056854,"V2452","5","BAG","5"
"V245344",0.0532144813354249,"V2453","5","BAG","5"
"V245444",0.192607160217451,"V2454","5","BAG","5"
"V245544",0.19191921471995,"V2455","5","BAG","5"
"V245644",0.051586810192278,"V2456","5","BAG","5"
"V245744",0.148581194537203,"V2457","5","BAG","5"
"V245844",0.0993671774374127,"V2458","5","BAG","5"
"V245944",0.118288804988341,"V2459","5","BAG","5"
"V246044",0.113397632949654,"V2460","5","BAG","5"
"V246174",0.109771078401323,"V2461","5","BAG","5"
"V246244",0.101922596638318,"V2462","5","BAG","5"
"V246344",0.18497315574004,"V2463","5","BAG","5"
"V246444",0.171222023798652,"V2464","5","BAG","5"
"V246544",0.161134893232069,"V2465","5","BAG","5"
"V246644",0.0919163060319253,"V2466","5","BAG","5"
"V246744",0.128052540380865,"V2467","5","BAG","5"
"V246844",0.445563539061021,"V2468","5","BAG","5"
"V246944",0.089205572811028,"V2469","5","BAG","5"
"V247044",0.281967394876943,"V2470","5","BAG","5"
"V247174",0.182028370393241,"V2471","5","BAG","5"
"V247244",0.0461339478322635,"V2472","5","BAG","5"
"V247344",0.201342379115662,"V2473","5","BAG","5"
"V247444",0.0756719306561251,"V2474","5","BAG","5"
"V247544",0.255667169660206,"V2475","5","BAG","5"
"V247644",0.280880420774543,"V2476","5","BAG","5"
"V247744",0.102896570891055,"V2477","5","BAG","5"
"V247844",0.243810828439206,"V2478","5","BAG","5"
"V247944",0.228646408788505,"V2479","5","BAG","5"
"V248044",0.120765777327888,"V2480","5","BAG","5"
"V248174",0.0852977552305581,"V2481","5","BAG","5"
"V248244",0.0895312316612362,"V2482","5","BAG","5"
"V248344",0.136609874410934,"V2483","5","BAG","5"
"V248444",0.191996684118793,"V2484","5","BAG","5"
"V248544",0.112203930274747,"V2485","5","BAG","5"
"V248644",0.104548575374297,"V2486","5","BAG","5"
"V248744",0.119800689446923,"V2487","5","BAG","5"
"V248844",0.0918933069390718,"V2488","5","BAG","5"
"V248944",0.168367656249402,"V2489","5","BAG","5"
"V249044",0.117626550033628,"V2490","5","BAG","5"
"V249174",0.10693281888375,"V2491","5","BAG","5"
"V249244",0.0932380690022482,"V2492","5","BAG","5"
"V249344",0.108490633676583,"V2493","5","BAG","5"
"V249444",0.047977556635387,"V2494","5","BAG","5"
"V249544",0.0571622651080672,"V2495","5","BAG","5"
"V249644",0.150970413542771,"V2496","5","BAG","5"
"V249744",0.0988323882864437,"V2497","5","BAG","5"
"V249844",0.150502021853716,"V2498","5","BAG","5"
"V249944",0.0657752119527668,"V2499","5","BAG","5"
"V250044",0.129709736686959,"V2500","5","BAG","5"
"V250174",0.104004676259359,"V2501","5","BAG","5"
"V250244",0.0615899638384626,"V2502","5","BAG","5"
"V250344",0.064493452214171,"V2503","5","BAG","5"
"V250444",0.0878922903366832,"V2504","5","BAG","5"
"V250544",0.147357327264646,"V2505","5","BAG","5"
"V250644",0.124203500133079,"V2506","5","BAG","5"
"V250744",0.0729337987697613,"V2507","5","BAG","5"
"V250844",0.102232259932608,"V2508","5","BAG","5"
"V250944",0.0950557506793576,"V2509","5","BAG","5"
"V251074",0.0560045405277431,"V2510","5","BAG","5"
"V251174",0.0788744009521346,"V2511","5","BAG","5"
"V251244",0.0858744110040007,"V2512","5","BAG","5"
"V251344",0.0578303323107755,"V2513","5","BAG","5"
"V251444",0.102675789567977,"V2514","5","BAG","5"
"V251544",0.122000865791649,"V2515","5","BAG","5"
"V251644",0.102973180651762,"V2516","5","BAG","5"
"V251744",0.104870773151698,"V2517","5","BAG","5"
"V251844",0.171131888429798,"V2518","5","BAG","5"
"V251944",0.102694290102597,"V2519","5","BAG","5"
"V252044",0.0980833474493028,"V2520","5","BAG","5"
"V252174",0.101161537445708,"V2521","5","BAG","5"
"V252244",0.0446766877947801,"V2522","5","BAG","5"
"V252344",0.0778801828120697,"V2523","5","BAG","5"
"V252444",0.103400416761968,"V2524","5","BAG","5"
"V252544",0.0612409714470276,"V2525","5","BAG","5"
"V252644",0.0508180547685728,"V2526","5","BAG","5"
"V252744",0.135736039271162,"V2527","5","BAG","5"
"V252844",0.0723704687401311,"V2528","5","BAG","5"
"V252944",0.0621369497143066,"V2529","5","BAG","5"
"V253044",0.0840381035623538,"V2530","5","BAG","5"
"V253174",0.0709933181433904,"V2531","5","BAG","5"
